관측시간,Avoc-PM10(㎍/m³),Avoc-PM2.5(㎍/m³),Avoc-PM1.0(㎍/m³),Avoc-TC,Bvoc-TC,온도(℃),습도(%),풍향,풍속(㎧)
2019.8.29 10:50,20.1,16.8,13.8,218056.7,219992.8,24.7,80.1,1.4,271.7
2019.8.29 11:00,18.1,16.2,14.2,202776.1,38767.2,21.2,94,0.8,250.9
2019.8.29 11:10,15.6,13.9,12.3,169940.3,46447.7,20.3,95.1,1.2,220.3
2019.8.29 11:20,16.7,15,13.3,182087.5,3595.5,19.9,96.4,0.8,258.6
2019.8.29 11:30,10.7,9.6,8.5,114104.9,44655.6,20.1,96.3,0.5,67.7
2019.8.29 11:40,11.3,10.3,9.1,127575,15008.2,20.1,93.5,0.5,193.7
2019.8.29 11:50,13.9,11.8,10.2,142011.8,1460.8,20.2,93.2,0.4,195.4
2019.8.29 12:00,15.3,13.9,12.2,167967.5,1.4,20,94.3,0.2,325.8
2019.8.29 12:10,14,12.9,11.4,161079.2,19244.9,20.4,93.7,0.6,141.4
2019.8.29 12:20,14.9,13.8,12.2,177186.1,10823.1,20.5,93.9,0.4,90.8
2019.8.29 12:30,16.4,14.6,12.9,186141.4,12897.8,20.7,90.1,0.8,173
2019.8.29 12:40,17.3,14.4,12.2,177604.4,40738.5,20.7,92.1,0.6,123.3
2019.8.29 12:50,16.1,13.8,12.1,175643.6,14293.4,20.9,90.4,0.6,49.9
2019.8.29 13:00,14.4,12.8,11.1,164770.8,29547.4,21.3,89.9,1,167
2019.8.29 13:10,15.4,13.4,11.7,174320.7,28833.5,21.2,89.4,1,181.9
2019.8.29 13:20,16.1,13.8,12,179183.9,56218.3,21.3,89.6,0.9,228.7
2019.8.29 13:30,15.8,14.2,12.4,184463.3,35841.3,21.1,87.4,0.5,20.7
2019.8.29 13:40,19.4,15.6,13.1,197892.6,17808.8,21.4,84.5,0.9,135.1
2019.8.29 13:50,18.6,14.9,12.7,194402.9,28611.7,21.4,84.6,0.7,165.1
2019.8.29 14:00,17.7,14.7,12.6,195117.2,27328.1,21.5,84.7,0.9,174.3
2019.8.29 14:10,18,15,12.8,204411.5,24803.9,21.9,82.1,0.9,140.4
2019.8.29 14:20,18.2,15.5,13.5,223518.6,13129.3,22.4,79.5,1.2,165.1
2019.8.29 14:30,19.8,16.3,14.2,235676.3,15569.7,22.5,80.1,1.2,189.2
2019.8.29 14:40,19.7,16.7,14.6,247973.3,22580.3,22.8,79.8,1,147.2
2019.8.29 14:50,20.9,17.5,15.1,257742.6,25367.8,23,79.5,0.6,242.2
2019.8.29 15:00,21.3,17.1,14.8,258635.1,26992.9,23.3,79.3,0.6,66.1
2019.8.29 15:10,20.6,16.4,14.2,252387.5,37516,24,76.1,1.1,221.9
2019.8.29 15:20,21.3,15.9,13.7,247355.7,28657.3,24,75.3,0.8,205.8
2019.8.29 15:30,21.5,16,13.7,250078.3,18604.6,24.5,72.9,1.1,251.1
2019.8.29 15:40,19.8,15.3,13.3,246324.6,18572.6,24.6,72.5,0.9,204.7
2019.8.29 15:50,19.1,14.8,13,245513.5,26340.9,25.1,71.1,1.2,134.6
2019.8.29 16:00,19.2,15,13.1,250185,28261.1,25.2,71.7,0.9,131.6
2019.8.29 16:10,23.1,15.8,13.2,257346.7,28367.7,25.5,70.6,1.1,162.6
2019.8.29 16:20,23.8,16.3,13.5,263955.1,32823.8,26,68.5,0.6,214.8
2019.8.29 16:30,22.1,15.8,13.5,267489.2,44463.7,26.4,66.6,1.1,203.9
2019.8.29 16:40,22.9,15.7,13,264321.3,57741.9,26.5,64.3,1,161.7
2019.8.29 16:50,24,15.8,12.8,257414.6,57359.4,26.5,63.7,0.8,260.9
2019.8.29 17:00,24.4,14.8,12.2,246270.7,36298.5,26.9,60.7,0.8,262.8
2019.8.29 17:10,27.7,15.6,12.4,251818.9,23236.9,26.9,60.6,1.2,248.5
2019.8.29 17:20,23.3,14.6,11.7,237922.1,27825.6,27.2,60.7,1,190.8
2019.8.29 17:30,25.6,15.4,12.2,245118.1,20982.6,26.9,59.7,0.9,253.2
2019.8.29 17:40,22.7,14.7,11.7,235922.5,46199.8,26.9,61.5,0.8,253.1
2019.8.29 17:50,25.2,15.5,12.6,248792.4,30266.1,26.6,62.6,1.3,241.3
2019.8.29 18:00,23.4,15.1,12.4,242965.8,45076.9,26.6,63.1,1.2,194.1
2019.8.29 18:10,24.3,16,12.9,253813.1,40938.3,26.2,64.9,1.1,195.5
2019.8.29 18:20,26.8,16.8,13.7,264693.6,51846.3,26,66.5,0.9,168.4
2019.8.29 18:30,27,17.7,14.7,284067.9,42962.3,25.9,67,1.2,191.6
2019.8.29 18:40,29.7,19.3,15.8,302863.8,38996.7,25.7,68.9,1.1,199.5
2019.8.29 18:50,33,21.9,17.7,331301.8,22486.6,25.7,70.1,0.8,198.4
2019.8.29 19:00,29.4,22.6,18.7,331043.2,58074.2,24.6,78.4,0.9,270.3
2019.8.29 19:10,26.8,20.7,17,297157.6,68295.5,23.7,82.1,0.5,178.6
2019.8.29 19:20,20.1,14.7,11.6,197971.8,50094.9,23.8,74.7,0.9,258
2019.8.29 19:30,18.1,14.1,11.1,182261.1,32981.8,23.6,72.3,1.3,182.7
2019.8.29 19:40,15.6,12.8,10.3,167872.9,41890.8,23.2,74.6,0.4,105
2019.8.29 19:50,16.2,12.8,10.5,170650,13448.7,23,73.5,0.3,62.6
2019.8.29 20:00,16.8,13.6,11.2,180551.7,15871.7,22.9,74.4,0.2,20.5
2019.8.29 20:10,20.2,15.4,12.6,211219.7,10257.4,23.4,73.1,0.3,210.2
2019.8.29 20:20,25.3,19.1,15.5,260699.8,12172.5,23.4,76,0.3,299.1
2019.8.29 20:30,32.9,25.2,20.8,356115.4,27.4,23.5,79.9,0.4,164
2019.8.29 20:40,33.9,25.6,21.3,369244.9,19737.6,23.7,80.5,0.5,163
2019.8.29 20:50,35.2,26.7,22.3,383624.3,26472.1,23.9,80.2,0.5,174.4
2019.8.29 21:00,32.4,24.7,20.5,353541.1,42523.7,23.8,80.8,0.4,186.3
2019.8.29 21:10,32.8,25,20.7,354001.3,29891.5,23.7,80.8,0.5,182.8
2019.8.29 21:20,33.9,25.2,20.4,352457.5,33734.2,23.8,80.6,0.4,172.8
2019.8.29 21:30,33,24.5,20,344965.4,44096.7,23.9,80.5,0.5,168.6
2019.8.29 21:40,33.6,24.4,19.2,330596.5,60867.1,24,80.5,0.5,172.6
2019.8.29 21:50,29.9,21.6,16.8,291810.3,71319.2,24.2,78.9,0.1,337.2
2019.8.29 22:00,25.6,17.5,13.2,221177.2,82456.5,24.4,75.9,0.4,285.6
2019.8.29 22:10,15.2,9.3,6.6,91657.6,33328.7,24.4,69.3,1,266.5
2019.8.29 22:20,13.4,8.4,6,82385.4,12541.2,24.4,66.4,0.9,259.9
2019.8.29 22:30,12.4,8.1,5.9,80415.3,9134.7,24.3,65.3,0.7,239.7
2019.8.29 22:40,12.5,7.5,5.3,72647.2,17756.3,24.3,65.2,0.9,248.6
2019.8.29 22:50,12.7,7.6,5.4,73309.7,9607.1,24.1,64.4,0.6,278.7
2019.8.29 23:00,12.6,7.5,5.5,75186.1,13153.3,24.1,64.6,0.8,256.2
2019.8.29 23:10,12.9,7.6,5.4,73725,13483,23.9,65.3,0.6,261.5
2019.8.29 23:20,12.5,7.7,5.8,76643.1,14455.6,23.8,64.7,0.7,264.4
2019.8.29 23:30,12.9,8.1,5.9,79100.7,10206.3,23.6,64.4,0.9,270.4
2019.8.29 23:40,14,8.3,6.3,83786.8,10417.7,23.5,65.5,0.7,272.8
2019.8.29 23:50,14.2,8.7,6.7,89176.4,14390.2,23.4,66.2,0.4,283.2
2019.8.30 0:00,13.8,8.7,6.7,90231.3,10929.9,23.3,67,0.4,269.3
2019.8.30 0:10,16.1,9.3,7.2,95394.4,13225.8,23.1,68.2,0.3,272.3
2019.8.30 0:20,15.3,9.5,7.5,101341,13573.3,23.1,67.8,0.2,340.7
2019.8.30 0:30,16.4,9.6,7.6,103947.2,19020.1,23.1,68.5,0.1,1.7
2019.8.30 0:40,15.9,9.9,7.8,106748.6,27223.3,23,68.9,0.2,319.7
2019.8.30 0:50,16.7,10.4,8.2,113888.9,19591.1,23,68.8,0.2,317.8
2019.8.30 1:00,16.3,10.8,8.5,118023.6,24142,22.8,68.7,0.3,0.5
2019.8.30 1:10,16.7,10.9,8.6,119914.6,29102.2,22.7,69.6,0.1,349.3
2019.8.30 1:20,17.2,11.4,9.2,126354.2,24492.5,22.8,69.2,0,358
2019.8.30 1:30,18.2,11.6,9.2,129021.5,24402.8,22.8,69.3,0.2,23.8
2019.8.30 1:40,17.5,12.2,9.9,139352.8,24824.1,22.7,70.1,0.1,6.6
2019.8.30 1:50,17.5,12.5,10,137873.6,33078.6,22.7,70.5,0.3,36.6
2019.8.30 2:00,17,12,9.8,136797.2,33928.2,22.6,71.5,0.3,60.5
2019.8.30 2:10,17.8,12.3,10,138268.1,41386.8,22.7,71.4,0,0
2019.8.30 2:20,17.5,12.1,9.8,135846.5,44413.1,22.7,71.9,0,4.4
2019.8.30 2:30,19.6,12.6,10.2,140785.4,38285.1,22.6,71.7,0.2,334.4
2019.8.30 2:40,18.7,13.6,11,150389.6,53339.2,22.5,73,0.3,354.4
2019.8.30 2:50,19,13.7,11,150279.2,54910.9,22.4,73.4,0.1,10.5
2019.8.30 3:00,19.7,14.2,11.5,159201.7,37465,22.4,73.6,0.3,350.8
2019.8.30 3:20,20.3,13.7,11.3,154030.3,46017.8,22.4,74.5,0.1,353.9
2019.8.30 3:30,19.2,13.6,11,149729.9,40952.6,22.2,74.7,0.6,345.7
2019.8.30 3:40,19.1,14.1,11.4,154321.7,37892.7,22,75.9,0.5,345.2
2019.8.30 3:50,19.4,14,11,149699.3,51111.9,22.3,75.3,0.4,345.8
2019.8.30 4:00,19.4,13.7,11,152851.7,44948.6,22.2,74.6,0.4,356.2
2019.8.30 4:10,18.7,13.7,10.9,149830.6,57623.9,22.4,74.5,0.2,354.6
2019.8.30 4:20,20.6,14.3,11.8,164987.5,39660.4,22.4,74.5,0.2,354.6
2019.8.30 4:30,18.5,13.9,11.5,158398.9,66658.1,22.3,75.1,0.3,111.9
2019.8.30 4:40,20.4,15,11.9,163899.4,75727.8,22.4,76.6,0.1,357.7
2019.8.30 4:50,22.9,16.2,13.1,183166.9,48854.5,22,79.3,0.3,353.8
2019.8.30 9:30,17.1,11.6,9.6,156162.5,24291.7,24.5,60.6,1,254.4
2019.8.30 9:40,15.8,11,9.1,148493.1,35271.7,24.5,59.6,0.8,242.1
2019.8.30 9:50,17,11.8,9.5,152879.9,20812.2,24.8,58.7,0.6,53
2019.8.30 10:20,15,8.9,6.8,110227.8,24200.6,24.8,55.7,1,274.8
2019.8.30 10:30,13.7,8.4,6.7,111136.8,35167.5,24.8,56,0.9,192.5
2019.8.30 10:40,12.7,8,6.4,110168.3,12158,26.1,49.5,0.8,304.3
2019.8.30 10:50,12.4,8.4,6.8,116808.3,14368.4,25.7,51.8,0.7,17.9
2019.8.30 11:00,16.9,9.7,7.7,133742.4,14387.6,25.5,52.9,0.8,331.7
2019.8.30 11:10,14.5,9,7.2,125170.8,22355.5,26.2,49.1,1,266
2019.8.30 11:20,14.6,8.7,6.9,122297.9,23355.1,26,48.9,1.2,275.7
2019.8.30 11:30,13.3,8.1,6.3,110939.6,28654.8,26.6,47.7,1.2,255.9
2019.8.30 11:40,13.9,8.6,6.6,117289.6,25256.4,26.2,49.1,1.3,271.5
2019.8.30 11:50,14.5,8.4,6.4,117038.2,19971.7,26.5,48.3,0.9,266.8
2019.8.30 12:00,14.8,8.6,6.7,119378.5,30151.1,26.6,47.5,1.4,268.1
2019.8.30 12:10,12.4,8,6.5,116941.7,43020.8,26.9,47.1,1.3,281.7
2019.8.30 12:20,12.2,8,6.1,108788.3,26495,26.8,46.9,1.2,248.8
2019.8.30 12:30,10.8,6.4,5.1,93045.1,28442.4,26.9,45.7,1.3,253.9
2019.8.30 12:40,10.4,6.2,4.9,89170.1,13831.7,27.3,43.3,1.1,257.6
2019.8.30 12:50,10.9,6.4,4.9,87877.1,22605.1,27.3,43.3,0.9,269.6
2019.8.30 13:00,10.9,6.1,4.8,87934.7,21223.4,27.7,43.3,0.8,249.2
2019.8.30 13:10,9.8,5.8,4.5,80528.5,23457.1,27.8,43.6,1.2,267.8
2019.8.30 13:20,10.3,5.8,4.5,80845.1,16855.8,27.1,44.9,0.9,253.9
2019.8.30 13:30,11.6,5.6,4.5,79892.4,27877.2,27.3,44.6,1,265.5
2019.8.30 13:40,10.6,5.5,4.3,74120.1,20047.5,28,42.6,1.6,238.2
2019.8.30 14:00,10.6,5.7,4.4,72640.3,27396.9,26.5,47.2,1,269.1
2019.8.30 14:10,14.3,6.6,4.7,79734,14802.1,26.5,50.1,0.9,233.1
2019.8.30 14:20,10.1,5.4,4,66254.9,23762.4,27.2,47.7,1,276.7
2019.8.30 14:30,9.1,4.9,3.9,65627.8,16822,26.6,47.9,1.2,252.3
2019.8.30 14:40,8.3,4.7,3.5,60367.4,26633.1,27.4,44.9,1.7,227.1
2019.8.30 14:50,8.8,5.5,4.2,69825.7,13901.2,27.5,45.2,1,258.4
2019.8.30 15:50,12.6,6.5,4.7,78263.2,6274.2,26.8,48.3,1,251.8
2019.8.30 16:00,14.7,7.2,5.1,81053.5,18274.9,26.6,50.8,1.5,250.1
2019.8.30 16:10,16.5,7.5,5.4,87680.6,25948.3,26.5,52.5,1.2,251.1
2019.8.30 16:20,13.8,6.6,4.6,72757.6,30341,25.9,54,0.8,293.5
2019.8.30 16:30,11.4,6.2,4.3,67009.7,34107.2,25.8,54.6,0.9,242.4
2019.8.30 16:40,13.6,7,5,76933.3,10993.3,25.2,59.1,1,260.2
2019.8.30 16:50,17,8.2,5.9,90868.8,8211.9,25.2,59.7,0.6,259.5
2019.8.30 17:00,13.5,7.2,5.3,78956.3,12397.3,25.5,57.5,0.8,292.9
2019.8.30 17:10,13.1,9.1,6.3,84403.5,7831.4,24.3,67.8,0.7,261.2
2019.8.30 17:20,12.4,9.1,6.5,86257.6,21574.1,23.2,76.6,0.5,136.5
2019.8.30 17:30,12.3,8.7,6.1,73604.2,25393.5,22.5,82.5,0.6,35.3
2019.8.30 17:40,8.2,6.3,4.9,62658.3,18318.9,22.3,82,0.2,20.8
2019.8.30 17:50,8.8,6.6,4.9,60056.9,20785.5,22.5,78.2,0.2,27.6
2019.8.30 18:00,10.4,7.4,5.2,68059.7,10341.3,22.3,80.4,0.3,24.2
2019.8.30 18:10,11.9,8.3,5.8,76741.7,8713.8,23,79.1,0.2,41.2
2019.8.30 18:30,13.6,7.5,5.1,70887.5,12620.6,23.2,76.5,0.5,272.3
2019.8.30 18:40,14,7.9,5.4,78747.2,3134.9,24,71.5,0.4,6.9
2019.8.30 18:50,11.7,6.4,4.1,53644.4,26894.5,24.3,69.5,0.5,276.3
2019.8.30 19:00,12.9,7.1,4.6,63261.8,5814.2,24.5,63.2,0.4,227.2
2019.8.30 19:10,14.6,7.5,4.6,62559,9553.6,24.3,65.4,0.5,276.9
2019.8.30 19:20,15.4,7.6,4.8,67413.2,5157.9,24.6,64.6,0.4,252.9
2019.8.30 19:30,13.8,7.6,4.8,66814.6,12772.1,24.7,65.5,0.6,259
2019.8.30 19:40,14.3,8.2,5.2,72527.8,13363,24.4,69.3,0.7,245
2019.8.30 19:50,13.4,7.6,5.3,75010,17553.7,24.3,70.4,0.9,218.1
2019.8.30 20:00,11.6,6.9,5.2,76752.8,20.3,24.3,64,0.8,266
2019.8.30 20:10,11,6.2,4.5,65787.5,6897.4,24.4,62.9,0.6,260.4
2019.8.30 20:20,10.2,5.5,3.7,52081.9,14306.7,24.3,62.7,0.6,244.7
2019.8.30 20:30,10.5,6,4.2,57711.1,7416.2,24.2,63.4,0.8,257.8
2019.8.30 20:40,9.7,5.3,3.7,50872.2,20893.2,24.2,63.6,0.7,284.2
2019.8.30 20:50,10.8,6.6,4.6,64168.1,264,24.1,64.9,0.5,204.8
2019.8.30 21:00,11.2,6.1,4.2,57560.4,9253.3,24.1,64.7,0.7,281.6
2019.8.30 21:10,10.5,5.9,4,55125.7,8974.2,24,65.7,0.6,234.1
2019.8.30 21:20,9.6,5.5,3.7,50590,34930.8,24.1,65.9,0.6,253.9
2019.8.30 21:30,10.2,5.5,3.7,50202.1,3823.4,23.9,65.9,0.5,277.2
2019.8.30 21:40,11.5,5.8,3.8,52400.7,3892.4,23.9,66,0.6,257.5
2019.8.30 21:50,10.2,5.4,3.7,49075.7,18327.6,24,65.4,0.6,221.4
2019.9.2 14:50,20.2,10.6,8.1,162664.9,47905.4,29.3,36.6,1.6,145.1
2019.9.2 15:00,21.4,10.5,8.1,164668.6,32949.7,29.2,37.1,1.4,106.2
2019.9.2 15:10,22.9,10.8,8.1,167038.1,31872.4,29.5,36.8,0.8,145.3
2019.9.2 15:20,22.2,11.4,8.4,170938.5,39593.5,29.1,38.5,0.9,216.6
2019.9.2 15:30,29.9,11.8,8.4,172942.6,32844.7,29.5,37.5,1.1,87.5
2019.9.2 15:40,21,10.4,7.8,160484,57824.4,29.4,38.6,1.1,115.7
2019.9.2 15:50,20.1,10.5,8,163373.3,36056.8,29.1,39.4,0.7,58.7
2019.9.2 16:00,21.2,10.7,8.2,166782.8,28688.3,29,39.1,1,90.1
2019.9.2 16:10,23.9,11,8.3,172683.3,53777.6,29,38.8,1,158
2019.9.2 16:20,22,10.3,7.7,155618.8,27116.6,29.2,38.7,1,78.7
2019.9.2 16:30,43.1,14.2,9.4,186934.2,9809.9,29,39.2,1,132.5
2019.9.2 16:40,26.1,11.8,7.9,155293.7,31783,29,39.5,1.3,172.5
2019.9.2 16:50,24.2,10.5,7.6,152911.1,32619.1,28.9,39.5,0.9,177.9
2019.9.2 17:00,18.4,9.6,7.2,146012.4,29512.3,29.1,39.9,0.5,8.6
2019.9.2 17:10,20.4,9.3,6.8,136885.4,57004.9,28.8,39.3,0.9,147
2019.9.2 17:20,20.4,9.7,7.1,140043.8,21211,28.7,40,0.5,122.2
2019.9.2 17:30,19.6,9.4,6.7,131645,21563.5,28.8,40.6,0.6,80.9
2019.9.3 7:30,27.5,15.1,12.1,193508.9,40025,23.6,68.9,0.4,62.7
2019.9.3 7:40,26.6,14.8,11.8,189967.6,53494.8,23.6,69.4,0.4,19.1
2019.9.3 7:50,24.1,14.3,11.4,183304.2,47858.2,23.7,69.5,0.6,6.8
2019.9.3 8:00,28.1,14.8,11.6,184665.7,56966.7,23.6,71.3,0.3,17.9
2019.9.3 8:10,29.6,15,11.7,185445.4,23241.7,23.6,69.3,0.4,1.5
2019.9.3 8:20,27.7,15.9,12.2,194612.5,41340.3,23.7,69.5,0.8,99
2019.9.3 8:40,26.9,14.2,10.9,172665.6,56365.4,23.8,69.1,0.6,111.7
2019.9.3 8:50,30.3,14.1,10.8,173405.6,44670.8,23.6,69.6,0.8,88.2
2019.9.3 9:00,28.7,14.1,11,176501.3,45443.5,23.7,69.7,0.7,113.9
2019.9.3 9:10,28.2,15.2,11.2,182293.6,54579.5,23.9,68.4,0.6,106.8
2019.9.3 9:20,27,14.7,11.3,187440.7,60108.1,24.2,67.5,1.1,114.6
2019.9.3 9:30,28.8,14.6,11.2,193042.5,37448.3,24.4,66.4,0.8,120.8
2019.9.3 9:40,29.4,17.3,13.6,242130.7,8980,24.5,65.7,0.6,74.7
2019.9.3 9:50,27.5,14.5,11.4,196478.3,53771,24.4,65.2,0.9,139.3
2019.9.3 10:00,26,13.8,10.5,180953.9,48142.2,24.9,63.2,1,90.3
2019.9.3 10:10,28.4,14.4,10.8,190135.7,28014,24.9,62.6,0.8,97.4
2019.9.3 10:20,25.8,14.4,11.1,196440.6,34295.6,25,61.4,1.1,55.7
2019.9.3 10:30,28.1,14.4,11.2,199864.3,33942,25,62.3,0.7,76.5
2019.9.3 10:40,31.3,15.3,11.3,202061.8,50971.7,25,62.3,0.9,155.5
2019.9.3 10:50,29.6,14.1,10.6,185230.1,39376,25.4,60.7,1,109.2
2019.9.3 11:00,26.5,13.5,9.9,169766.8,47054,25.4,61.6,1.6,165.4
2019.9.3 11:10,21.5,11.6,8.7,152844.4,43700.8,25.2,62.2,1.4,156.5
2019.9.3 11:20,20.6,11.6,8.5,151969.6,13467.2,25.6,60.3,0.9,72.8
2019.9.3 11:40,18.1,10.6,8,142001.4,28101.5,25.9,59.1,1.4,160.1
2019.9.3 11:50,18.1,11,8.4,153505,30514.9,26.2,59.3,0.7,72.1
2019.9.3 12:00,20,11.3,8.4,152633.3,44755.2,26,59.9,1.2,182
2019.9.3 12:10,18,10.6,8.1,150329.2,46638.3,26.3,59.1,1,130.2
2019.9.3 12:20,19.1,10.7,8.1,146900.7,44796.4,26.2,59.6,1.2,59.2
2019.9.3 12:30,16.7,9.9,7.8,143124.3,53329.4,26.4,58.7,1.5,155.6
2019.9.3 12:40,18.3,9.8,7.5,140427.8,51655.2,26.4,58.7,0.8,214.6
2019.9.3 13:00,19.3,10.1,7.7,145373.6,21352.4,27.1,55.7,1,89.2
2019.9.3 13:10,16.7,9.6,7.3,138438.9,36218.7,27,56.3,1,106.6
2019.9.3 13:20,15.3,8.7,6.8,129995.8,37117.4,26.9,57.2,0.9,109.8
2019.9.3 13:30,14.7,8.4,6.6,124531.9,33910.6,27.3,55.9,0.9,90.5
2019.9.3 13:40,16,8.9,7,134072.9,19172.6,27.1,56,1.1,173.3
2019.9.3 13:50,13.9,7.6,6,112549.3,35646.9,27,56.3,0.9,143.7
2019.9.3 14:00,13.6,7.9,6.1,115797.9,27407.8,27.4,55.3,1.1,121.7
2019.9.3 14:10,13.7,8.2,6.3,117725,32366.5,27,56.2,1.3,109.1
2019.9.3 14:20,16.9,8.7,6.7,126581.3,26432.7,27.1,57.2,0.5,10.8
2019.9.3 14:30,14.6,8.2,6.4,117941.8,41514.7,27.3,56.8,1.1,87.5
2019.9.3 14:40,16,8.7,6.7,129224.3,22222.5,27.2,57.3,1.5,148.2
2019.9.3 14:50,13.8,7.8,6,116344.4,45058.4,27.6,57.6,1.1,134.3
2019.9.3 15:00,13.8,8.5,6.7,124835.4,9867.6,27.1,58.9,1.2,104.6
2019.9.3 15:10,15.1,8.2,6.5,122986.8,30446.1,27.3,59.3,1.1,110.6
2019.9.3 16:00,21.8,10.9,8.4,154850.8,16935.9,27,61.2,1.4,170.1
2019.9.3 16:10,20.5,10.8,8.1,150858.3,18871,27,61.5,1.1,324.3
2019.9.3 16:20,18.3,10.2,8,148106.3,35987.4,27,61.2,1.3,173.7
2019.9.3 16:30,15.3,8.3,6.3,113990.3,42761.4,26.6,62.6,1.2,128.6
2019.9.3 16:40,14.7,8.1,6,107256.9,18579.3,26.3,63.2,1.7,109.6
2019.9.3 16:50,16.8,8.4,6.5,116166.7,20586.9,26.3,64.2,1.2,95.7
2019.9.3 17:00,21.4,9.9,7.1,125191,30622,26.4,63.9,1.6,160.1
2019.9.3 17:10,14.5,8.5,6.6,116723.3,20931.2,26,65.5,1.4,152.4
2019.9.3 17:20,11.7,6.7,5.3,93387.5,33629.1,26,65.8,1.4,156.7
2019.9.3 17:30,7.9,5,4.1,69501.4,36086,25.9,66.6,1.1,189.1
2019.9.3 17:40,6.9,3.9,3,49039.6,13573.1,25.6,67.7,1.4,81.1
2019.9.3 17:50,6.6,3.7,2.9,49644.4,13154.4,25.6,68.1,1.1,132.4
2019.9.3 18:00,6.7,4.2,3.1,53140.3,11605.6,25.4,69.4,1.1,109.6
2019.9.3 18:10,7.6,4.3,3.2,53447.9,25060.6,25.3,70.8,0.8,38.8
2019.9.3 18:20,6.6,3.7,2.8,46302.8,16057.8,25.3,70.4,1.2,92.8
2019.9.3 18:30,5.1,3.2,2.4,38449.3,26939.1,25.3,70.5,1,112.4
2019.9.3 18:40,3.4,2.7,2.1,32822.9,22048.1,24.8,74.3,0.6,126
2019.9.3 18:50,3.1,2.5,1.9,29147.2,4287,24,78.7,0.9,67.3
2019.9.3 19:00,3.3,2.6,1.9,29859,4398.3,24.3,78.2,0.6,58.8
2019.9.3 19:10,3.5,2.7,1.9,29461.1,4936.5,24.1,78.2,1,108.3
2019.9.3 19:20,3.2,2.6,1.9,29509.7,3099.4,23.8,79.6,1.2,96.8
2019.9.3 19:30,3.3,2.8,2.3,35160.4,2108.4,23.6,81.6,0.4,49.1
2019.9.3 19:40,3.2,2.7,2.1,30650,8638,23.5,83.1,0.7,17.4
2019.9.3 19:50,3.1,2.6,2,30278.5,9237.1,23.6,81.6,0.5,340.9
2019.9.3 20:00,3.2,2.7,2.2,33213.2,6372.8,23.7,80,0.8,93.5
2019.9.3 20:10,3.7,3,2.4,36951.4,6425.6,23.6,80.4,0.7,95.8
2019.9.3 20:20,4.2,3.5,2.8,42021.5,10231.1,23.7,80.2,0.7,348.6
2019.9.3 20:40,5,3.9,2.9,43623.6,12111,23.6,81.1,1,336.5
2019.9.3 20:50,6.2,5.2,4,55916.3,308.9,23.6,81.7,0.5,27.6
2019.9.3 21:00,5.2,3.9,2.9,42265.3,6830.8,23.6,81.4,0.8,94.2
2019.9.3 21:10,4.7,3.7,2.8,41469.4,9905.1,23.5,82.1,0.6,100
2019.9.3 21:20,4.6,3.6,2.9,42159.7,9186.3,23.2,83.1,0.6,97.1
2019.9.3 21:30,4.7,3.8,3,44186.8,7047.6,23.5,81.8,0.5,65.6
2019.9.3 21:40,4.1,3.1,2.2,33247.9,18457.4,23.6,81.4,0.6,13.2
2019.9.3 21:50,3.6,2.9,2.1,29521.5,8519.4,23.6,81.1,0.5,347.6
2019.9.3 22:00,3.1,2.5,1.9,27933.3,9277.7,23.4,81.6,0.5,39.2
2019.9.3 22:10,3.2,2.6,1.9,28454.9,10342.4,23.6,81.1,0.5,59.1
2019.9.3 22:20,3.6,2.9,2.2,33767.4,9435.1,23.6,80.8,0.4,12.7
2019.9.3 22:30,3.5,3,2.3,34061.8,4148.3,23.5,80.5,0.7,353.1
2019.9.3 22:50,3.7,3,2.4,36656.9,5516.9,23.7,79.6,0.6,339.2
2019.9.3 23:00,3.2,2.7,2.1,32174.3,11787.9,23.5,80,0.3,341.6
2019.9.3 23:20,4.1,3.2,2.4,34859.7,3784.9,23.6,78.8,0.4,71.9
2019.9.4 9:50,7,4.7,2.1,25679.9,7764.2,22.8,90.2,0.6,98.8
2019.9.4 10:00,6.1,4.2,2,24168.1,2854.6,22.9,89.6,0.6,90.9
2019.9.4 11:20,6.3,4.2,2.1,23992.4,12.7,22.5,92.5,0.8,78.7
2019.9.20 22:50,13.8,7.1,4.9,63190.5,16316.7,21.5,59.4,0.5,60.2
2019.9.20 23:20,12,6.6,4.7,60188.3,10372.8,21.4,59.4,0.7,357
2019.9.20 23:30,13.4,7.1,4.9,61934.7,22139.9,21.4,59.6,0.3,0.5
2019.9.20 23:40,12.3,7,4.7,60108.3,15034.7,21.3,60.1,0.7,356.4
2019.9.20 23:50,13.8,7.7,5.3,66888.9,10196.9,21.1,61,0.6,345.1
2019.9.21 0:00,15.7,8.3,5.9,75223.3,6441.8,21.1,61,0.7,85.7
2019.9.21 0:10,14.3,7.8,5.6,71250,14892.8,21.2,60.7,0.5,80.7
2019.10.2 11:10,19.8,14.2,12,222006.3,29718.5,25.1,70.5,1.4,86.5
2019.10.2 11:20,18.9,12.8,11.1,205592.2,55791.3,25.1,71.4,0.7,50.8
2019.10.2 11:30,17.5,12.2,10.5,193240,37166.2,25.1,71.3,0.7,57.7
2019.10.2 11:40,15.8,11.3,9.9,179656.8,23322.8,24.7,72.5,1.3,74.6
2019.12.11 17:40,59.8,37.1,28.9,323820,44054.7,6,47.6,1.7,253.5
2019.12.11 17:50,49.3,37.3,31.7,356815.7,35129,5.8,49.7,1.6,260.5
