관측시간,Avoc-PM10(㎍/m³),Avoc-PM2.5(㎍/m³),Avoc-PM1.0(㎍/m³),Avoc-TC,Bvoc-TC,온도(℃),습도(%),풍향,풍속(㎧)
2020.2.25 5:50,30.5,23,18,216395.3,185185.8,7,80.1,0.6,81.1
2020.2.25 6:00,28.1,21.1,15.9,188277.8,174090.6,7,79.7,0.7,358
2020.2.25 6:10,24.9,19,14.2,164804.8,161067.2,7,78.9,0.5,26.5
2020.2.25 6:20,24.4,18.4,13.4,153994.2,126026.8,7,77.4,1.3,100.9
2020.2.25 6:30,25.2,19,14.1,163442.5,135769,7.1,79.1,0.6,352.3
2020.2.25 6:40,26.4,19.4,14.1,162333.7,145723.4,7,81.4,0.3,3.3
2020.2.25 6:50,21.6,16.8,12.3,140632,140021.2,7,80.4,0.8,83.7
2020.2.25 7:00,22.5,17,12.3,139293.8,114499.2,6.8,81.3,0.8,95
2020.2.25 7:10,22.8,17.1,12.4,140346.7,117901,7,82.8,0.6,88.6
2020.2.25 7:20,20.6,15.9,11.8,132718.3,109704,6.7,85,0.6,74
2020.2.25 7:30,20.3,15.8,11.5,126846.5,108026.4,6.7,85.9,0.5,61.8
2020.2.25 7:40,17.4,13.8,10.1,111811.2,92215.3,6.4,86.1,0.7,92.5
2020.2.25 7:50,17.7,13.8,10,109698.5,73961.5,6.4,86.8,0.7,88.3
2020.2.25 8:00,17,13.7,10.1,111036.3,77184.7,6.6,88.6,0.3,10.5
2020.2.25 8:10,19.1,14.9,11,121354.8,70424.6,6.4,89.8,0.4,357.9
2020.2.25 8:20,19.6,14.6,10.7,117379.7,84888.1,6.5,90.1,0.6,80.7
2020.2.25 8:30,19.1,14.9,10.7,116909.2,88286.5,6.5,90.6,0.4,46.6
2020.2.25 8:40,18.4,13.7,10,109748.7,76816.1,6.6,91.6,0.4,48.2
2020.2.25 8:50,18.4,14.7,11,124322,47247.5,6.6,91.5,0.4,86.2
2020.2.25 9:00,21.9,17.3,13.8,162845.2,105882.5,6.6,91.8,0.7,97.5
2020.2.25 9:10,25.5,18.7,14.1,163900.8,125745,6.5,92.4,1,100.2
2020.2.25 9:20,24.9,18.1,13.9,160103.3,134725.7,6.5,92.7,0.8,96.5
2020.2.25 9:30,21,17.2,13.7,158467.5,131800.8,6.4,92.6,1,98.8
2020.2.25 9:40,20.2,16.7,13.3,154559.7,127792.7,6.4,93.1,0.9,108
2020.2.25 10:00,21.9,16.9,13.4,156993.3,115424.3,6.4,93.5,0.8,101.3
2020.2.25 10:10,20.3,16.7,13.5,158506.5,109473.1,6.4,93.7,0.9,125.3
2020.2.25 10:20,18.8,15.9,12.8,149182.2,118626.9,6.3,94,0.8,105.3
2020.2.25 10:30,21.4,16.1,12.7,145035.5,87977.3,6.5,94,0.5,89.6
2020.2.25 10:40,20.6,15.4,12.3,140999.7,85956.6,6.5,93.6,0.6,42.7
2020.2.25 10:50,22.1,15.5,12.2,140525.2,71990.3,6.4,93.2,0.5,25.1
2020.2.25 11:00,17.4,14.5,11.8,134654.2,73696.6,6.5,92.9,0.6,100.3
2020.2.25 11:10,16,13.1,10.6,118263.5,85653.2,6.6,93.3,0.4,41.2
2020.2.25 11:20,12.5,10.1,8.1,89554.2,76341.3,6.6,92.7,1,87.4
2020.2.25 11:30,11,8.5,6.7,73824.7,47478.4,6.5,92.4,0.5,43.1
2020.2.25 11:40,8.1,6.5,5.2,55624.3,39547.3,6.7,91.7,0.6,82.7
2020.2.25 11:50,5.4,4.5,3.6,37704.8,29781.7,6.7,90.2,0.9,20.5
2020.2.25 12:00,6.9,5.2,3.9,40101.5,15910.7,6.7,88.3,0.7,99.1
2020.2.25 12:10,5.2,3.9,2.9,30906.9,20625.7,6.7,87.3,0.8,105.7
2020.2.25 12:20,3.9,3.3,2.6,27376.7,22089.2,6.8,87.2,0.5,35.2
2020.2.25 12:30,4.3,3.5,2.6,27847.1,18755,6.9,87,0.5,83
2020.2.25 12:40,4.3,3.5,2.7,27424.3,11084.2,7,86.3,0.7,95.3
2020.2.25 12:50,4.2,3.2,2.3,23356.2,14699.2,6.9,85.9,0.6,101.3
2020.2.25 13:00,4.2,3.1,2.1,21793.9,9781.1,6.9,84.6,1,98.2
2020.2.25 13:10,5.6,3.9,2.3,23194.8,12563.2,7.1,85.8,0.7,57.4
2020.2.25 13:20,4.1,3.1,2.1,20324,14493.7,7.3,85.5,0.7,59.6
2020.2.25 13:30,4.7,3.6,2.5,23927.4,9006.5,7.5,85.5,0.7,98.9
2020.2.25 13:40,3.3,2.6,1.7,17360.7,10756.1,7.4,85.3,0.9,90.5
2020.2.25 13:50,3.2,2.6,1.7,16572.5,11505.1,7.5,84.2,1,110.8
2020.2.25 14:00,3,2.4,1.6,15511.3,7614,7.7,83.4,0.9,72.1
2020.2.25 14:10,2.8,2.2,1.5,14868.2,11075.1,7.9,81.9,0.7,105.7
2020.2.25 14:20,2.9,2.3,1.5,15320.3,7047.4,8.1,81.4,0.9,95.7
2020.2.25 14:30,2.8,2.3,1.6,16201.8,9191.8,8.2,80.5,0.8,105.3
2020.2.25 14:40,2.1,1.8,1.4,13997.2,8980.1,8.4,78.3,0.9,117.2
2020.2.25 14:50,2.9,2.3,1.7,17803,2524.2,8.3,77,1,96.7
2020.2.25 15:00,2.5,2,1.4,15422.6,6325.1,8.5,76.1,1.1,104.6
2020.2.25 15:10,9.7,2.9,1.5,15040.2,3688.5,8.7,74.9,1,116.9
2020.2.25 15:20,6.5,2.3,1.4,14602.1,4314.8,8.8,74.2,1.2,107.2
2020.2.25 15:30,12,2.8,1.5,15189.5,12973.4,9,73.4,1.1,96.5
2020.2.25 15:40,44.1,5,1.7,16599.2,3202.1,9,71.7,1,94.6
2020.2.25 15:50,17.8,3.2,1.3,13170.3,12900.7,9.4,70.1,1.3,108.1
2020.2.25 16:00,13.9,2.6,1.3,12374.4,5045.7,9.4,68.9,1.3,104.1
2020.2.25 16:10,4.7,1.8,1.1,11145.1,5536.3,9.5,68.2,1.4,102.4
2020.2.25 16:20,2,1.4,0.9,10076.2,4087.4,9.3,67.2,1.6,109.8
2020.2.25 16:30,2.9,1.7,1.1,11717.5,3028.4,9.4,66.5,1.2,102.1
2020.2.25 16:40,1.7,1.1,0.9,9641.1,4778.3,9.7,65.4,1,84.6
2020.2.25 16:50,2.5,1.5,1,11013.4,5210,9.8,64.8,0.9,90.1
2020.2.25 17:00,2.1,1.3,1,10860.7,10491,10,64.6,1,112.9
2020.2.25 17:10,2.7,1.7,1.2,12715.1,4749.9,9.9,64.2,1,80.5
2020.2.25 17:20,2.1,1.5,1.1,11716.1,7962.8,9.8,63.9,1,93.3
2020.2.25 17:30,2,1.3,1,11286.1,6184.8,9.7,63.3,1.4,96.9
2020.2.25 17:40,4.3,2.1,1.3,13361.5,6743.3,9.8,63.6,1,101.7
2020.2.25 17:50,2.6,1.5,1.1,11268.5,12484,10,62.8,0.8,80.4
2020.2.25 18:00,4.1,2,1.4,13787.7,3498.4,10,61.8,1.1,100.8
2020.2.25 18:10,3.6,2.1,1.5,15834.4,7355.1,9.9,62.1,1.2,96.4
2020.2.25 18:20,3,2.2,1.8,19919.2,2831.9,9.6,62.7,1.1,98.9
2020.2.25 18:30,4.3,2.4,1.8,18679.7,11091.9,9.6,63.4,1.2,111.5
2020.2.25 18:40,3.8,3,2.5,25153.3,15057.6,9.5,63.9,0.7,30.4
2020.2.25 18:50,4.4,2.6,1.9,20604.9,6774.2,9.2,64.1,0.7,78.4
2020.2.25 19:00,3.9,2.4,1.7,18537.5,12789.4,9.2,64.1,0.8,350.9
2020.2.25 19:10,5.4,4.3,3.4,33606.3,3226.2,9.2,63.7,0.7,343
2020.2.25 19:20,3.1,2.4,2,21666.1,14322.4,9.2,63.3,0.7,26.4
2020.2.25 19:30,3.7,2.5,2,20632.6,12584.8,9.1,62.6,0.6,61.7
2020.2.25 19:40,3.5,2.2,1.7,18245.9,8304.1,9.1,61.5,1,108.4
2020.2.25 20:00,3.5,2,1.6,16450.5,15326.2,9,60.5,0.5,79.1
2020.2.25 20:10,2.7,1.9,1.5,15793.8,14838.6,8.9,59.6,0.9,75.2
2020.2.25 20:20,3.7,2.6,2,21421.3,12812.7,8.8,60.2,0.7,98
2020.2.25 20:30,3.2,2.3,1.7,17557.2,19321,8.8,60,0.7,32.9
2020.2.25 20:40,2.9,2.5,2,21218,9382.3,8.6,60,0.4,53.9
2020.2.25 20:50,2.9,1.8,1.3,13154.8,25759,8.6,59.6,0.6,60.1
2020.2.25 21:00,2.9,2.2,1.7,17530.3,15247.3,8.4,59.4,0.4,50.7
2020.2.25 21:10,2.3,1.7,1.3,12959,15403.5,8.3,59.2,0.5,9.5
2020.2.25 21:20,1.6,1.3,0.9,9708,7216.1,8.1,58.4,0.5,62.3
2020.2.25 21:30,1.8,1.4,1,11180.3,5975.3,8.1,57.5,0.5,94.8
2020.2.25 21:40,2.7,1.7,1.1,12207.3,14523.4,8.2,57.7,0.3,46.2
2020.2.25 21:50,2,1.6,1.3,13988.5,11890.8,8,57.2,0.9,104.7
2020.2.25 22:00,2.1,1.7,1.3,13799.8,8654.1,7.9,57.9,0.9,103.3
2020.2.25 22:10,2.8,2,1.6,16892.6,16480.9,7.9,58,0.5,45.1
2020.2.25 22:20,3.2,2.4,1.9,19782,7443,7.8,58,0.4,19.7
2020.2.25 22:30,3.7,2.7,2.2,22684.7,16579.7,7.7,58.3,0.4,57.6
2020.2.25 22:40,4.1,3,2.5,26616.4,13713.4,7.6,58.7,0.5,88.9
2020.2.25 22:50,3.5,2.7,2.3,24999.2,28442.2,7.4,59.5,0.3,341.7
2020.2.25 23:00,2.9,2.6,2.2,23674.6,17978.3,7.3,60.1,0.6,94.6
2020.2.25 23:10,3.9,3.2,2.8,31061.5,11297.8,7,61,0.8,89.7
2020.2.25 23:20,4.2,3.2,2.9,31138.7,17603.8,6.9,61.8,0.9,105.4
2020.2.25 23:30,3.9,3.4,2.9,30340.2,23970.1,6.9,62.5,0.4,69.5
2020.2.25 23:40,3.9,3.4,3,31733.6,21481.9,6.6,63,0.8,99.1
2020.2.25 23:50,4.6,3.5,3,32636.1,22464.9,6.5,64.1,0.3,62.4
2020.2.26 0:00,4,3.5,3.2,33199.2,21950.4,6.3,64.2,0.9,106.5
2020.2.26 0:10,5,3.9,3.5,38235.2,20921.1,6.3,64.5,0.6,98.5
2020.2.26 0:20,4.2,3.8,3.5,38748.9,23331.8,6.2,64.6,0.9,110.1
2020.2.26 0:30,4.5,4.1,3.7,40573.8,27826.8,6.1,65.2,0.8,103
2020.2.26 0:40,5,4.3,3.8,40830.8,26848.8,5.9,65.5,0.9,105.1
2020.2.26 0:50,5.3,4.5,4.1,44043.3,26278.2,5.9,65.7,0.5,71.7
2020.2.26 1:00,5.3,4.3,3.9,43197.5,28861.2,6,65.3,0.2,28.3
2020.2.26 1:10,4.4,4.1,3.8,42020,26277.6,5.9,65.6,0.5,96.9
2020.2.26 1:20,4.6,4.2,3.8,42873.3,25383.4,5.8,65.5,0.7,107.5
2020.2.26 1:30,4.8,4.3,3.9,44497.5,27979.2,5.8,65.8,0.5,104.6
2020.2.26 1:40,5.6,4.6,4.1,46087.5,28684.3,5.7,66.3,0.6,106.3
2020.2.26 1:50,5.3,4.9,4.4,49084.8,30384.3,5.7,66.6,0.2,50
2020.2.26 2:00,4.9,4.5,4.2,47095.8,29023.7,5.5,66.6,0.7,100.8
2020.2.26 2:10,5.1,4.8,4.3,48165.8,27146.5,5.5,66.7,0.8,106.8
2020.2.26 2:20,5.1,4.5,4.1,46068.3,25918.3,5.4,66.6,0.9,100.8
2020.2.26 2:30,5.3,4.7,4.3,48338.3,26436.8,5.4,66.8,0.6,105.6
2020.2.26 2:40,5.4,5,4.5,50875.8,27263.8,5.4,67.3,0.4,74.8
2020.2.26 3:00,5.3,5,4.6,52119.2,30289,5.3,68.1,0.6,103.1
2020.2.26 3:10,5.6,5.3,4.8,53468.3,31775.8,5.2,68.2,0.8,105.1
2020.2.26 3:20,6.1,5.6,5,56081.7,33393.7,5.2,68.7,0.3,355.8
2020.2.26 3:30,5.7,5.5,5,56088.3,35204.2,5,68.8,0.7,95.9
2020.2.26 3:40,5.9,5.4,5,56078.3,34727.4,4.9,69.2,0.7,91.5
2020.2.26 3:50,6.2,5.7,5.1,56549.2,37462.9,4.9,69.1,0.6,353.4
2020.2.26 4:00,5.9,5.5,5,55467.5,34430.8,5,68.9,0.6,346.9
2020.2.26 4:10,6.4,5.7,5,55673.3,33995.3,5,69,0.1,23.7
2020.2.26 4:20,6.7,6.1,5.4,59440,32119.9,5,69,0.6,345.4
2020.2.26 4:30,7.3,6.2,5.3,59331.7,42650,5,69.4,0.2,1.8
2020.2.26 4:40,7.2,6.6,5.9,65212.5,33286.5,4.9,69.3,0.4,90.1
2020.2.26 4:50,7,6.3,5.6,61220,65737.2,4.9,69.1,0.3,339.3
2020.2.26 5:00,7,6.4,5.6,62844.2,35947.2,5,69,0.6,114.2
2020.2.26 5:10,6.8,6.2,5.4,59926.7,42464.4,4.9,69.1,0.6,102.4
2020.2.26 5:20,8.2,6.6,6,66395.8,34836.6,4.8,69.4,0.7,97.7
2020.2.26 5:30,8.1,6.9,6,66820.8,41414.5,4.9,69.8,0.5,72.8
2020.2.26 5:40,8.4,7.3,6.4,70745.8,35526.9,4.9,69.9,0.8,109.2
2020.2.26 5:50,7.8,6.8,5.9,65601.7,52378.3,5,69.7,0.8,101.5
2020.2.26 6:00,8.5,7,6.1,66935.8,40193.7,4.8,69.5,0.8,96.9
2020.2.26 6:10,8.4,7.2,6.4,70598.3,44788.7,4.9,69.7,0.7,105.6
2020.2.26 6:20,10.4,7.5,6.5,72023.2,39465.7,4.7,69.6,0.6,96.6
2020.2.26 6:30,12.5,8.5,7.2,79647.5,40406.8,4.8,69.9,0.4,66.9
2020.2.26 6:40,9.5,7.6,6.5,70925.7,48979.5,4.7,69.8,0.7,97.5
2020.2.26 6:50,9,7.7,6.8,73975,43409.3,4.6,70.3,0.8,102.8
2020.2.26 7:00,9.9,8.3,7.1,77906.7,37624.9,4.7,70.2,0.8,104.9
2020.2.26 7:10,9.7,7.7,6.6,73922.5,45605.3,4.6,70.6,0.7,110.4
2020.2.26 7:20,12.5,8.9,7.6,83850.8,45554.4,4.5,71.2,0.4,27.2
2020.2.26 7:30,10.7,8.7,7.6,86466.7,64107.2,4.7,71.5,0.5,72.5
2020.2.26 7:40,10.9,8.9,7.7,87273.3,66761,4.7,72.4,0.6,102.4
2020.2.26 7:50,13.5,9.6,8.2,90529.7,61525.3,4.8,71.7,0.7,98.4
2020.2.26 8:00,12,9.4,7.9,88824.2,70750.5,4.9,71,0.6,110.1
2020.2.26 8:10,13.7,9.5,8.2,91111.7,65806.5,5,70.4,0.6,106.6
2020.2.26 8:20,13.6,10,8.4,94707.5,75641.2,5.1,70.8,0.5,91.9
2020.2.26 8:30,13,9.1,7.7,86080.8,63736.1,5.2,69.8,0.4,341.3
2020.2.26 8:40,15.3,10.2,8.2,91482.2,74452.8,5.4,69.3,0.5,102
2020.2.26 8:50,16.2,9.8,8,89821.7,71332.7,5.5,68.6,0.7,349.6
2020.2.26 9:00,17,10,8.1,90138.3,74372.8,5.9,67.9,0.5,73.8
2020.2.26 9:10,18.4,10.9,8.7,96809.2,64345.8,5.9,67.4,0.6,4.3
2020.2.26 9:20,11.9,6.8,5.3,59410.8,103753.1,6.3,67.2,0.2,11.6
2020.2.26 9:30,16.6,7.8,5.6,59542.5,49631.4,6.2,64.7,0.6,38.6
2020.2.26 9:40,10.3,6.5,5.2,57731.7,51808.7,6.6,63.3,0.9,109.9
2020.2.26 9:50,11.1,6.9,5.5,61104.2,41405.7,6.9,62.9,0.7,77.5
2020.2.26 10:00,18.8,9.1,6.4,71123.3,49734.2,6.9,62.6,0.7,67.6
2020.2.26 10:10,11.8,7.7,6.3,71610.8,61900.8,7.2,61.6,0.9,103.3
2020.2.26 10:20,15.9,8.8,6.8,75489,66242.4,7.5,61.2,0.9,14.7
2020.2.26 10:30,12.3,7.7,6.1,68057.5,61177.7,7.5,60.9,0.9,179
2020.2.26 10:40,13.9,8.5,7,77952.5,70280.3,8.1,59.2,0.8,244.5
2020.2.26 10:50,21.2,10.3,6.8,76030.7,76003.9,8.5,58.6,0.5,81.5
2020.2.26 11:00,17.5,9,6.6,74746.7,83176.4,8.5,57.6,0.8,84.9
2020.2.26 11:10,17.2,9.7,7.5,85926.7,51562.7,9.1,55.5,0.6,291.8
2020.2.26 11:20,11.2,6.7,5.4,61737.5,66952.6,9.6,53.5,0.6,279.9
2020.2.26 11:30,22.1,9.7,7.2,79943,91273.6,9.5,54,0.9,162.1
2020.2.26 11:40,15.9,8.2,6.2,69325,77972.2,9.4,53.9,0.8,330.5
2020.2.26 11:50,22,9.9,7.3,81487.5,79464,9.9,52.7,1.1,146
2020.2.26 12:00,14.4,7.5,5.6,62059.2,96357.3,10.5,51.6,0.6,215.4
2020.2.26 12:10,8.8,6.3,5.3,58963.3,23152,10.5,48.5,0.9,246.9
2020.2.26 12:20,11.7,7,5.6,63940.8,59889.8,10.4,49.6,1.1,263
2020.2.26 12:30,12.1,7,5.3,58646.7,56279.1,10.2,50,0.8,267.6
2020.2.26 12:40,8.2,6.2,5.1,57371.7,44247.2,10.6,48.7,0.8,238.7
2020.2.26 12:50,9.3,6.5,5.4,61555,68276.6,10.6,49.7,0.8,279.3
2020.2.26 13:00,12.7,8.3,6.8,75815.7,64611.8,10.7,48.9,0.8,279.8
2020.2.26 13:10,13,7.2,5.8,67365.4,76626.9,10.8,49.1,0.7,271.4
2020.2.26 13:20,9.7,6.6,5.3,59858.2,86975.8,10.9,48.9,0.8,259.3
2020.2.26 13:30,10.9,7.1,5.8,67640.2,55541.6,10.7,48.6,1.1,268.3
2020.2.26 13:40,14.8,9.2,7.4,86683.1,44321.8,10.6,48.5,1.2,283.6
2020.2.26 13:50,14.6,11,9.1,107173,53422.7,10.9,48.1,1.4,266.5
2020.2.26 14:00,17,11.2,9.3,109509.8,79926.8,10.8,49,1.3,267.9
2020.2.26 14:10,19.9,13.8,11.1,133136.1,72775.7,11,48.5,0.9,267.5
2020.2.26 14:20,31,17,13.1,156928.7,81926.5,11.3,47.7,1,259
2020.2.26 14:30,29.7,18.9,15.1,179930,123552.6,11.1,47.8,1.2,264
2020.2.26 14:40,23.8,16.5,13.5,161725.4,83081.8,11,48.3,1.3,276.8
2020.2.26 14:50,25.4,17.5,14.3,170867.2,78121.6,11,48.2,1.2,272.1
2020.2.26 15:00,24.2,17,14.1,170156.2,86394.6,11,47.8,0.8,276.8
2020.2.26 15:10,25,17.2,14,167831.1,75925.1,11,47.7,0.8,22.9
2020.2.26 15:20,22.6,16.6,13.6,163850,62318.5,11.5,46.2,1.2,294.9
2020.2.26 15:30,28,19.5,15.6,188615.6,57486.4,11,47.6,1.1,265.9
2020.2.26 15:40,31.6,22,17.5,212658.5,59867.8,11.2,46.7,0.4,295.1
2020.2.26 15:50,32.9,21.4,17.2,206978.5,75364.2,11,47.3,0.9,265.8
2020.2.26 16:00,30.7,21.9,17.8,216727.2,92902.3,11,46.7,0.7,273.5
2020.2.26 16:10,42.6,27.5,21.1,255049.2,32854.7,11.1,46.7,0.7,18.1
2020.2.26 16:20,43.2,29.5,22.7,274885.4,66010.7,11,44.4,0.9,325.7
2020.2.26 16:30,46.3,30.2,22.6,273719,82210.6,11,43.5,0.7,289
2020.2.26 16:40,45.5,30.5,23,276464.3,85114.9,11.4,42.3,0.9,289.9
2020.2.26 16:50,44.4,29.5,22.3,269762.1,111431.8,11.2,42.2,1,291.3
2020.2.26 17:00,45.9,30,22.8,276198.2,68470.9,11.3,42.5,0.9,272
2020.2.26 17:10,41.6,27.9,21.5,261104.8,72371.2,11.1,43.3,1.3,265.2
2020.2.26 17:20,44.4,29.1,22,266207.4,72472.2,10.8,45.3,1.4,267.1
2020.2.26 17:30,37.3,25.8,20.1,240451.3,81119,10.9,46.6,0.6,145.3
2020.2.26 17:40,34,22.4,17.8,213349,72629.8,10.7,49.3,0.8,351.7
2020.2.26 17:50,32.8,23,18.4,220461.1,74527,10.4,51.5,0.5,11
2020.2.26 18:00,34,24.1,18.9,224661,66259.6,10.4,50.9,0.3,13.1
2020.2.26 18:10,34.8,24.1,18.9,223320.8,87271.6,10.3,51.7,0.3,291.5
2020.2.26 18:20,32.5,22.2,17.6,208550.8,74484.9,10.3,51,0.5,291.6
2020.2.26 18:30,31.5,22,17.6,209196.1,97212.2,10,51.9,0.3,260.9
2020.2.26 18:40,33.2,22.6,18.4,219804.4,65855.1,10,52.4,0.1,3.9
2020.2.26 18:50,31.4,20.8,16.9,200222.8,84122.9,10,52.6,0.4,308.5
2020.2.26 19:00,30.8,21.1,16.9,199725.6,83770.6,10,52.4,0.2,24.7
2020.2.26 19:10,26.6,19.9,16,189742.8,81113.4,9.9,52.2,0.4,38.7
2020.2.26 19:20,28.5,20.1,16.6,196000.2,76060.1,9.7,52.7,0.5,34.6
2020.2.26 19:30,27.6,19.8,15.9,188150.2,83516.2,9.7,52.5,0.6,48.3
2020.2.26 19:40,25.2,18.4,14.7,172923.1,76464.5,9.8,52.7,1,88.1
2020.2.26 20:00,25.4,18.2,14.5,170650.8,74596.7,9.4,53.9,0.8,356.7
2020.2.26 20:10,24.6,17.4,14.1,165042.5,80542.4,9,56.7,0.6,14.7
2020.2.26 20:20,22.7,16.6,13.4,156975.4,81256.8,8.6,59.8,1.1,23.2
2020.2.26 20:30,20.4,15.8,12.8,150010.5,67017,8.5,61.3,0.6,36
2020.2.26 20:40,22.4,16,12.8,149532,54863.4,8.2,62.4,0.9,90.1
2020.2.26 20:50,21.8,15.8,12.7,148998.4,54400,8.1,63.5,1.1,97.7
2020.2.26 21:00,22.4,15.8,13,152469.7,52863.9,8,64.2,1.1,93.8
2020.2.26 21:10,20,15.2,12.2,142793.4,63054.2,8.1,64.6,0.5,73.4
2020.2.26 21:20,19.2,14.5,11.9,139086.3,53532.7,7.9,65.2,0.7,110.2
2020.2.26 21:30,17.2,13.4,11,128961.5,58794,7.7,65.9,1,108.9
2020.2.26 21:40,15.2,12.1,10.3,120811.5,50637,7.6,66.5,0.6,111.3
2020.2.26 21:50,14.2,11.4,9.8,114287.7,46135.4,7.6,66.6,0.9,102.2
2020.2.26 22:00,14.4,11.6,9.8,114623,53246.3,7.4,67.4,0.7,21.2
2020.2.26 22:10,14,12,10.4,120691.9,42434.7,7.3,67.9,0.9,351.2
2020.2.26 22:20,13.5,11,9.5,109432.8,62433,7.2,68.7,0.8,26.7
2020.2.26 22:30,13.3,11.1,9.6,111956.6,46525.1,7.2,68.7,0.3,40.8
2020.2.26 22:40,13.6,11.1,9.6,112126.2,39566,7,69.3,1.2,106.7
2020.2.26 22:50,13.8,11.7,10.3,120458.2,51005.1,7,70.4,0.7,109.5
2020.2.26 23:00,12.8,11.3,9.8,115075.8,57422.5,6.8,71.4,0.8,110.1
2020.2.26 23:10,13.1,10.9,9.6,112561.5,79721.4,7,71.2,0.5,63.9
2020.2.26 23:20,12,10,8.8,102217.2,59748.1,6.8,71,0.8,115.6
2020.2.26 23:30,11.8,9.9,8.6,100592.6,55023.7,6.8,70.8,0.6,90.2
2020.2.26 23:40,10.9,9.3,8.3,96300,50081.2,6.8,70,0.5,81.4
2020.2.26 23:50,9.9,8.6,7.5,87105.6,46841.2,6.7,69.9,0.5,75.6
2020.2.27 0:00,8.4,7,6,68776.2,59777.2,6.6,69.7,0.6,96
2020.2.27 0:10,8.3,7.4,6.3,72860.7,33514.6,6.5,68.4,0.4,81.5
2020.2.27 0:20,9.1,7.5,6.5,75744.3,38166,6.4,69.4,0.4,63.9
2020.2.27 0:30,9,7.4,6.6,76043.4,40549,6.2,70,0.8,99.2
2020.2.27 0:40,7.1,6.4,5.6,64193.5,44698,6.2,69.7,0.5,102.2
2020.2.27 0:50,6.3,5.6,5,58012.3,42237.7,6.1,69.1,0.7,105.3
2020.2.27 1:10,6.2,5.4,4.7,54022.1,29701.9,5.9,67.9,0.6,94.1
2020.2.27 1:20,5.3,4.8,4.2,48458.2,40110.7,5.9,68.3,0.5,94.6
2020.2.27 1:30,5.7,4.8,4.2,48623.4,29370.7,5.8,67.7,0.7,101.7
2020.2.27 1:40,5.8,5,4.4,50690.8,34533.7,5.7,68.2,0.3,57.3
2020.2.27 1:50,7.2,6,5.3,61825.8,28276.6,5.7,68.8,0.5,78.7
2020.2.27 2:00,7.6,6.8,6.2,71595,46357.4,5.6,70.9,0.6,83.9
2020.2.27 2:10,8.4,7.4,6.6,77285,51595.3,5.3,72.7,0.6,99.9
2020.2.27 2:20,8.8,7.7,6.9,80410,56643.2,5.2,73.6,0.5,76.6
2020.2.27 2:30,9.1,7.7,6.9,80010,64650.5,5.1,74.1,0.6,351.3
2020.2.27 2:40,8.6,7.5,6.8,78533.3,60536.2,5.1,74.1,0.6,107.9
2020.2.27 2:50,7.7,6.9,6.3,72474.2,60633.1,4.9,73.6,0.7,85.3
2020.2.27 3:00,7.2,6.7,6,69797.5,58441.9,4.8,73.4,0.5,71.4
2020.2.27 3:10,7.4,6.5,5.8,67720.8,56124.2,4.7,73.2,0.9,102
2020.2.27 3:20,6.8,6.3,5.9,67609.2,54326.1,4.7,73.1,0.5,44.5
2020.2.27 3:30,7,6.2,5.7,65979.7,51594.3,4.7,72.4,0.4,66.4
2020.2.27 3:40,7.2,6.6,6,70325.8,55304.3,4.6,72.8,0.8,104.1
2020.2.27 3:50,7.7,6.9,6.3,72537.5,61156.6,4.5,73.7,0.8,107.5
2020.2.27 4:00,7.5,6.7,6.2,72062.5,69669.8,4.5,74.1,0.7,102.9
2020.2.27 4:10,8.7,7.6,6.9,79577.5,67632.1,4.4,74.1,0.4,4.7
2020.2.27 4:20,8.3,7.4,6.8,78318.3,107064.8,4.4,73.6,0.6,14.3
2020.2.27 4:30,8.6,7.6,6.9,80730,69067.2,4.3,73.6,0.4,70.6
2020.2.27 4:40,8.8,7.6,7,81365,69961.8,4.2,74.1,0.6,109.1
2020.2.27 4:50,8.3,7.5,6.7,78305.8,62921.7,4.2,73.7,1,342.5
2020.2.27 5:00,8.3,7.5,6.8,79436.7,76997.1,4,74.5,0.5,348.1
2020.2.27 5:10,8.6,7.3,6.6,78261.7,75393.3,4.1,74,0.2,25.2
2020.2.27 5:20,8.5,7.5,7,81315,73214.3,4.1,73.7,0.6,89.6
2020.2.27 5:30,8.4,7.8,7.1,82558.8,71433.3,4.2,73.8,0.5,350.1
2020.2.27 5:40,9,7.7,6.9,80131.3,80074.6,4.1,74.1,0.2,11.6
2020.2.27 5:50,8.7,7.4,6.7,79416.7,67929.4,4.1,73.7,0.2,359.1
2020.2.27 6:00,10,8.3,7.5,86261.7,68620.7,4.1,73.5,0.6,94.7
2020.2.27 6:10,10.7,8.4,7.3,85032.5,73464.1,4.1,73.3,0.8,104
2020.2.27 6:20,10.4,7.8,7,81279.2,83064.6,4.2,73.3,0.8,89.1
2020.2.27 6:30,9.4,7.7,6.9,79322.5,71273.2,4.3,72.7,0.3,353.6
2020.2.27 6:40,12.3,8.6,7.3,85985,77051.9,4.3,72.4,0.5,86.5
2020.2.27 6:50,10.8,8.3,7.2,83087,68434.7,4.3,71.9,0.7,92.1
2020.2.27 7:00,10.3,8,7.1,82070.8,77980.9,4.3,71.9,0.7,97.9
2020.2.27 7:10,10.7,8.4,7.4,83811.5,76364.9,4.3,72.3,0.3,49.4
2020.2.27 7:20,10.3,8.7,7.6,88108.3,77830.2,4.3,71.7,0.7,88.6
2020.2.27 7:30,11.4,8.9,8,92299,78542.3,4.1,72,0.7,94.4
2020.2.27 7:40,11.9,9,7.8,89070,80984.9,4.1,71.8,0.9,96.4
